UID,SLX,filename,cellcycle,min_ploidy,max_ploidy
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000424_R13-C28.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000425_R13-C29.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000940_R20-C68.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001105_R23-C37.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000220_R10-C18.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000221_R10-C19.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000643_R16-C43.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000642_R16-C42.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000641_R16-C41.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000640_R16-C40.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000214_R10-C12.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000215_R10-C13.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000212_R10-C10.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000136_R08-C70.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000218_R10-C16.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000219_R10-C17.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000216_R10-C14.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001081_R23-C05.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001057_R22-C49.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001079_R23-C03.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000766_R18-C30.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000768_R18-C32.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000770_R18-C34.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000771_R18-C35.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001137_R23-C69.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001227_R26-C03.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001101_R23-C25.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000822_R19-C18.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000676_R17-C08.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001056_R22-C48.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001294_R29-C13.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001000_R21-C60.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000785_R18-C49.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000781_R18-C45.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000780_R18-C44.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000777_R18-C41.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000776_R18-C40.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000779_R18-C43.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000677_R17-C09.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000305_R11-C35.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000304_R11-C34.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000307_R11-C37.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000300_R11-C30.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000067_R07-C69.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000302_R11-C32.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000065_R07-C67.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000064_R07-C66.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000063_R07-C65.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000062_R07-C64.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000061_R07-C63.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000060_R07-C62.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000059_R07-C61.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000058_R07-C60.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001072_R22-C64.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001287_R29-C06.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000934_R20-C62.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001138_R23-C70.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001302_R29-C37.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001068_R22-C60.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000778_R18-C42.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001300_R29-C19.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001069_R22-C61.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001236_R26-C12.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001338_R31-C19.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001185_R24-C65.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001070_R22-C62.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001182_R24-C62.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000798_R18-C62.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001295_R29-C14.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001308_R30-C08.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000966_R21-C26.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001146_R24-C10.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001283_R28-C37.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000303_R11-C33.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001110_R23-C42.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000970_R21-C30.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000797_R18-C61.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000972_R21-C32.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000066_R07-C68.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000804_R18-C68.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000977_R21-C37.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000920_R20-C48.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000921_R20-C49.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000933_R20-C61.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000912_R20-C40.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000913_R20-C41.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000914_R20-C42.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000915_R20-C43.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000916_R20-C44.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000917_R20-C45.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000734_R17-C66.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000560_R15-C28.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000561_R15-C29.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001113_R23-C45.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000554_R15-C22.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000558_R15-C26.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000559_R15-C27.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000398_R12-C70.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001334_R31-C15.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001333_R31-C14.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001243_R26-C19.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001340_R31-C37.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001222_R25-C50.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001117_R23-C49.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001221_R25-C49.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001220_R25-C48.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000466_R13-C70.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000907_R20-C35.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000906_R20-C34.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000909_R20-C37.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000879_R20-C07.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000904_R20-C32.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001321_R30-C37.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000618_R16-C18.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000619_R16-C19.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000818_R19-C14.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000614_R16-C14.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000616_R16-C16.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000617_R16-C17.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000610_R16-C10.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000611_R16-C11.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000612_R16-C12.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000613_R16-C13.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000141_R09-C07.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000140_R09-C06.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000139_R09-C05.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000137_R09-C03.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000472_R14-C08.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001251_R27-C08.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001051_R22-C43.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000469_R14-C05.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000471_R14-C07.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000470_R14-C06.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000936_R20-C64.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000547_R15-C15.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000143_R09-C09.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000142_R09-C08.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000962_R21-C22.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000546_R15-C14.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000989_R21-C49.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000988_R21-C48.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000103_R08-C37.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000102_R08-C36.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000101_R08-C35.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000100_R08-C34.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000099_R08-C33.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000098_R08-C32.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000096_R08-C30.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000898_R20-C26.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001048_R22-C40.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001041_R22-C33.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000961_R21-C21.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001179_R24-C59.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001242_R26-C18.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001173_R24-C53.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000821_R19-C17.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001171_R24-C51.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001170_R24-C50.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001065_R22-C57.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000899_R20-C27.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000264_R10-C62.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000263_R10-C61.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000262_R10-C60.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000269_R10-C67.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000268_R10-C66.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000267_R10-C65.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000266_R10-C64.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001086_R23-C10.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000271_R10-C69.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001118_R23-C50.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001119_R23-C51.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001120_R23-C52.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001058_R22-C50.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000692_R17-C24.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000693_R17-C25.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000694_R17-C26.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000695_R17-C27.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000689_R17-C21.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000690_R17-C22.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000745_R18-C09.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000340_R11-C70.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001052_R22-C44.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001053_R22-C45.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000696_R17-C28.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000110_R08-C44.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000878_R20-C06.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001049_R22-C41.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001273_R28-C11.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000630_R16-C30.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001087_R23-C11.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000109_R08-C43.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000106_R08-C40.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001259_R27-C16.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000107_R08-C41.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000997_R21-C57.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001088_R23-C12.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000711_R17-C43.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000032_R07-C34.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000033_R07-C35.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000035_R07-C37.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000028_R07-C30.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000030_R07-C32.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000031_R07-C33.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000941_R20-C69.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000897_R20-C25.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000752_R18-C16.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000765_R18-C29.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000894_R20-C22.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000713_R17-C45.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000996_R21-C56.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000893_R20-C21.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000761_R18-C25.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000669_R16-C69.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000760_R18-C24.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000668_R16-C68.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001111_R23-C43.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000758_R18-C22.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000365_R12-C37.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_000362_R12-C34.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001307_R30-C07.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A73044A,UID-DLP-SA928_SLX-A73044A_001091_R23-C15.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000437_R49-C31.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001639_R67-C09.bam,G1,1.7,2.3
