SINCEL-194_Plate_237_H20	5	fail
SINCEL-194_Plate_237_I20	5	pass
SINCEL-194_Plate_237_J20	5	pass
SINCEL-194_Plate_237_K20	5	pass
SINCEL-194_Plate_237_L20	5	pass
SINCEL-194_Plate_237_M20	5	pass
SINCEL-194_Plate_237_N20	5	pass
SINCEL-194_Plate_237_O20	5	pass
SINCEL-194_Plate_237_P20	5	pass
SINCEL-194_Plate_237_A21	5	pass
SINCEL-194_Plate_237_B21	5	pass
SINCEL-194_Plate_237_C21	5	pass
SINCEL-194_Plate_237_D21	5	pass
SINCEL-194_Plate_237_E21	5	pass
SINCEL-194_Plate_237_F21	5	pass
SINCEL-194_Plate_237_G21	5	pass
SINCEL-194_Plate_237_H21	5	pass
SINCEL-194_Plate_237_I21	5	pass
SINCEL-194_Plate_237_J21	5	pass
SINCEL-194_Plate_237_K21	5	pass
SINCEL-194_Plate_237_L21	5	pass
SINCEL-194_Plate_237_M21	5	pass
SINCEL-194_Plate_237_N21	5	pass
SINCEL-194_Plate_237_O21	5	pass
SINCEL-194_Plate_237_P21	5	pass
